DATE,HOME,AWAY,MODEL_SPREAD,ACTUAL_MARGIN,RESULT
2023-02-17 01:30:00+00:00,arkansas,troy,4.61,-5,-1
2023-02-23 01:30:00+00:00,louisiana,arkansas,2.03,11,1
2023-02-28 23:00:00+00:00,coastal carolina,arkansas,-0.05,-17,1
2023-03-02 20:00:00+00:00,troy,arkansas,1.39,4,1
2023-11-07 01:00:00+00:00,wisconsin,arkansas,0.96,29,1
2023-11-11 17:00:00+00:00,bowling green,arkansas,1.52,6,1
2023-11-18 01:00:00+00:00,iowa,arkansas,1.6,14,1
2023-11-25 03:30:00+00:00,arkansas,san diego,4.78,-14,-1
2023-11-26 01:00:00+00:00,ut rio grande valley,arkansas,4.5,-17,-1
2023-12-02 00:30:00+00:00,little rock,arkansas,0.82,11,1
2023-12-09 20:30:00+00:00,arkansas,uab,3.77,19,1
2023-12-14 01:00:00+00:00,louisville,arkansas,1.6,-12,-1
2023-12-21 00:30:00+00:00,belmont,arkansas,1.08,4,1
2024-01-05 01:00:00+00:00,arkansas,georgia southern,5.76,26,1
2024-01-06 20:00:00+00:00,arkansas,old dominion,6.04,15,1
2024-01-12 01:30:00+00:00,arkansas,texas,5.42,3,1
2024-01-13 20:30:00+00:00,arkansas,louisiana,5.54,-7,-1
2024-01-18 01:00:00+00:00,southern miss,arkansas,0.74,3,1
2024-01-20 22:15:00+00:00,texas,arkansas,0.58,-7,-1
2024-01-26 22:00:00+00:00,louisiana,arkansas,0.46,6,1
2024-02-08 01:00:00+00:00,arkansas,james madison,4.38,-4,-1
2024-02-10 20:00:00+00:00,arkansas,ohio,4.99,13,1
2024-02-16 01:30:00+00:00,troy,arkansas,2.04,-11,-1
2024-02-17 21:30:00+00:00,south alabama,arkansas,1.28,-3,-1
2024-02-23 02:00:00+00:00,arkansas,troy,3.96,8,1
2024-02-24 20:30:00+00:00,arkansas,south alabama,4.72,17,1
2024-02-29 00:30:00+00:00,coastal carolina,arkansas,-0.1,-11,1
2024-03-09 20:00:00+00:00,arkansas,louisiana,5.54,27,1
2024-03-11 23:00:00+00:00,james madison,arkansas,1.62,20,1
2024-11-13 01:00:00+00:00,arkansas,little rock,5.56,17,1
2024-12-01 00:00:00+00:00,rice,arkansas,1.02,8,1
2024-12-08 21:00:00+00:00,memphis,arkansas,0.86,-13,-1
2024-12-15 23:00:00+00:00,uab,arkansas,2.05,-9,-1
2024-12-21 20:00:00+00:00,arkansas,coastal carolina,6.1,30,1
2023-01-17 00:30:00+00:00,bethune cookman,arkansas pine bluff,2.73,-6,-1
2023-01-21 23:30:00+00:00,arkansas pine bluff,southern,1.78,7,1
2023-11-07 01:00:00+00:00,missouri,arkansas pine bluff,2.02,22,1
2023-11-14 00:30:00+00:00,central arkansas,arkansas pine bluff,1.02,-2,-1
2023-11-19 01:30:00+00:00,arkansas pine bluff,incarnate word,3.1,-19,-1
2023-11-22 02:00:00+00:00,minnesota,arkansas pine bluff,2.35,19,1
2023-12-01 01:00:00+00:00,oklahoma,arkansas pine bluff,2.19,21,1
2023-12-06 02:00:00+00:00,gonzaga,arkansas pine bluff,3.13,40,1
2023-12-13 00:00:00+00:00,south florida,arkansas pine bluff,2.33,18,1
2024-01-13 23:00:00+00:00,texas southern,arkansas pine bluff,1.56,-3,-1
2024-01-27 23:30:00+00:00,southern,arkansas pine bluff,3.05,14,1
2024-02-27 01:30:00+00:00,arkansas pine bluff,texas southern,4.44,-7,-1
2024-11-05 00:00:00+00:00,cincinnati,arkansas pine bluff,0.97,55,1
2024-11-09 20:00:00+00:00,tulsa,arkansas pine bluff,3.06,23,1
2024-11-13 00:00:00+00:00,south florida,arkansas pine bluff,2.47,16,1
2024-11-16 21:00:00+00:00,incarnate word,arkansas pine bluff,2.33,28,1
2024-11-19 01:00:00+00:00,texas tech,arkansas pine bluff,1.72,34,1
2024-11-24 22:00:00+00:00,missouri,arkansas pine bluff,1.18,49,1
2024-11-28 03:00:00+00:00,pacific,arkansas pine bluff,2.33,12,1
2024-12-01 19:00:00+00:00,kansas,arkansas pine bluff,1.34,47,1
2024-12-15 20:00:00+00:00,texas,arkansas pine bluff,4.84,64,1
2023-01-03 00:00:00+00:00,lafayette,army,1.67,-17,-1
2023-01-10 00:00:00+00:00,army,colgate,3.08,-2,-1
2023-01-18 23:00:00+00:00,army,bucknell,3.39,-2,-1
2023-01-21 18:46:00+00:00,army,navy,4.27,-6,-1
2023-01-28 18:00:00+00:00,army,holy cross,4.55,11,1
2023-02-02 00:00:00+00:00,lehigh,army,3.39,-2,-1
2023-02-05 00:00:00+00:00,bucknell,army,2.61,6,1
2023-02-11 18:55:00+00:00,navy,army,1.73,17,1
2023-02-16 00:00:00+00:00,colgate,army,2.92,7,1
2023-02-18 23:00:00+00:00,army,lafayette,4.33,10,1
2023-02-25 19:00:00+00:00,holy cross,army,1.45,-15,-1
2023-03-05 19:00:00+00:00,colgate,army,2.92,17,1
2023-11-07 01:00:00+00:00,army,marist,3.1,-16,-1
2023-11-10 00:00:00+00:00,stonehill,army,3.18,13,1
2023-11-13 00:00:00+00:00,indiana,army,2.6,8,1
2023-11-17 22:00:00+00:00,army,quinnipiac,2.63,-9,-1
2023-11-25 19:00:00+00:00,binghamton,army,2.3,7,1
2023-11-29 21:00:00+00:00,army,central connecticut,4.15,-28,-1
2023-12-09 00:00:00+00:00,harvard,army,2.94,6,1
2023-12-17 18:00:00+00:00,army,stony brook,3.43,-4,-1
2023-12-22 01:00:00+00:00,utsa,army,4.36,-10,-1
2024-01-04 00:00:00+00:00,lafayette,army,2.91,5,1
2024-01-06 18:00:00+00:00,army,holy cross,3.12,13,1
2024-01-17 23:00:00+00:00,army,colgate,1.77,-8,-1
2024-01-27 18:00:00+00:00,army,bucknell,1.63,-10,-1
2024-02-01 00:00:00+00:00,colgate,army,4.23,19,1
2024-02-03 23:00:00+00:00,army,lafayette,3.09,-8,-1
2024-02-08 00:00:00+00:00,lehigh,army,5.08,-11,-1
2024-02-17 19:00:00+00:00,holy cross,army,2.88,-6,-1
2024-02-21 23:00:00+00:00,army,lehigh,0.92,-31,-1
2024-02-25 19:00:00+00:00,bucknell,army,4.37,13,1
2024-03-05 23:00:00+00:00,army,holy cross,3.12,-16,-1
2024-11-08 23:00:00+00:00,duke,army,4.92,42,1
2024-11-21 00:00:00+00:00,army,fairleigh dickinson,0.99,14,1
2024-12-04 00:00:00+00:00,le moyne,army,2.99,-3,-1
2024-12-08 18:00:00+00:00,army,cornell,2.42,-19,-1
2024-12-14 00:00:00+00:00,george washington,army,4.9,15,1
2024-12-22 18:00:00+00:00,army,binghamton,1.09,-10,-1
2024-12-29 20:00:00+00:00,army,utsa,0.97,3,1
2023-01-04 23:30:00+00:00,georgia,auburn,3.0,12,1
2023-01-19 00:00:00+00:00,lsu,auburn,1.58,-18,-1
2023-01-21 20:30:00+00:00,south carolina,auburn,-0.33,-15,1
2023-02-02 00:00:00+00:00,auburn,georgia,3.0,21,1
2023-02-15 00:00:00+00:00,auburn,missouri,5.85,33,1
2023-02-25 21:00:00+00:00,kentucky,auburn,2.06,32,1
2023-03-04 19:00:00+00:00,auburn,tennessee,4.22,9,1
2023-11-08 02:00:00+00:00,baylor,auburn,3.24,6,1
2023-11-17 02:00:00+00:00,notre dame,auburn,1.04,-24,-1
2023-11-30 02:15:00+00:00,auburn,virginia tech,4.93,17,1
2023-12-09 19:00:00+00:00,indiana,auburn,1.5,-28,-1
2023-12-14 01:00:00+00:00,auburn,unc asheville,1.99,25,1
2023-12-17 18:00:00+00:00,auburn,usc,3.68,16,1
2023-12-31 02:00:00+00:00,auburn,chattanooga,3.92,35,1
2024-01-13 23:00:00+00:00,auburn,lsu,3.87,15,1
2024-01-18 02:00:00+00:00,vanderbilt,auburn,1.35,-15,-1
2024-01-27 20:30:00+00:00,mississippi,auburn,1.6,6,1
2024-02-01 02:00:00+00:00,auburn,vanderbilt,4.65,27,1
2024-02-10 20:30:00+00:00,florida,auburn,3.23,16,1
2024-02-15 01:30:00+00:00,auburn,south carolina,5.71,40,1
2024-02-17 23:00:00+00:00,auburn,kentucky,4.58,-11,-1
2024-02-24 23:00:00+00:00,georgia,auburn,1.67,-21,-1
2024-02-29 00:00:00+00:00,tennessee,auburn,2.06,8,1
2024-03-02 21:00:00+00:00,auburn,mississippi,4.4,15,1
2024-03-06 02:00:00+00:00,missouri,auburn,0.23,-27,-1
2024-03-09 23:30:00+00:00,auburn,georgia,4.33,14,1
2024-03-15 19:39:00+00:00,auburn,south carolina,5.71,31,1
2024-03-16 17:00:00+00:00,auburn,mississippi,4.4,7,1
2024-03-17 17:00:00+00:00,auburn,florida,2.77,19,1
2024-11-07 01:00:00+00:00,auburn,vermont,5.02,51,1
2024-11-10 02:30:00+00:00,houston,auburn,1.33,-5,-1
2024-11-19 02:00:00+00:00,auburn,north alabama,4.13,33,1
2024-11-26 02:00:00+00:00,iowa,auburn,1.98,-2,-1
2024-11-27 04:35:00+00:00,north carolina,auburn,2.55,-13,-1
2024-11-27 22:00:00+00:00,auburn,memphis,3.94,14,1
2024-12-05 02:25:00+00:00,duke,auburn,2.18,6,1
2024-12-08 17:00:00+00:00,auburn,richmond,5.08,44,1
2024-12-14 18:00:00+00:00,auburn,ohio,4.32,38,1
2024-12-18 01:00:00+00:00,auburn,georgia,4.33,41,1
2024-12-21 21:30:00+00:00,auburn,purdue,2.3,18,1
2024-12-30 23:30:00+00:00,auburn,monmouth,4.94,29,1
2023-01-07 22:30:00+00:00,austin peay,central arkansas,4.3,24,1
2023-01-13 02:00:00+00:00,austin peay,lipscomb,2.32,-22,-1
2023-01-14 22:00:00+00:00,lipscomb,austin peay,3.68,14,1
2023-01-20 01:00:00+00:00,austin peay,bellarmine,2.96,-11,-1
2023-01-21 21:00:00+00:00,austin peay,eastern kentucky,3.27,-15,-1
2023-01-28 22:00:00+00:00,jacksonville,austin peay,3.49,17,1
2023-02-03 01:00:00+00:00,austin peay,liberty,2.97,-12,-1
2023-02-04 21:00:00+00:00,austin peay,queens,1.15,-1,-1
2023-02-10 01:45:00+00:00,north alabama,austin peay,4.37,13,1
2023-02-11 21:30:00+00:00,central arkansas,austin peay,1.7,7,1
2023-02-17 01:00:00+00:00,austin peay,jacksonville,2.51,-4,-1
2023-02-23 00:00:00+00:00,stetson,austin peay,2.94,25,1
2023-02-25 00:00:00+00:00,florida gulf coast,austin peay,3.37,18,1
2023-11-11 00:00:00+00:00,george mason,austin peay,4.99,22,1
2023-11-18 02:00:00+00:00,utep,austin peay,4.98,8,1
2023-12-13 01:00:00+00:00,southern illinois,austin peay,4.28,-2,-1
2023-12-16 20:00:00+00:00,western kentucky,austin peay,4.38,1,1
2023-12-31 00:00:00+00:00,memphis,austin peay,5.01,11,1
2024-01-04 23:30:00+00:00,bellarmine,austin peay,1.16,-16,-1
2024-01-07 00:00:00+00:00,eastern kentucky,austin peay,3.13,10,1
2024-01-13 22:00:00+00:00,lipscomb,austin peay,3.31,14,1
2024-01-20 22:15:00+00:00,austin peay,central arkansas,4.48,23,1
2024-01-28 00:00:00+00:00,florida gulf coast,austin peay,1.86,6,1
2024-02-01 00:00:00+00:00,jacksonville,austin peay,5.12,20,1
2024-02-16 01:30:00+00:00,central arkansas,austin peay,1.52,-10,-1
2024-02-18 01:15:00+00:00,north alabama,austin peay,3.66,-8,-1
2024-02-24 22:15:00+00:00,austin peay,lipscomb,2.69,-5,-1
2024-03-08 01:00:00+00:00,austin peay,north alabama,2.34,6,1
2024-11-08 23:30:00+00:00,butler,austin peay,1.85,-2,-1
2024-11-12 01:00:00+00:00,austin peay,chattanooga,3.23,6,1
2024-11-17 20:00:00+00:00,tennessee,austin peay,4.19,35,1
2024-11-26 19:30:00+00:00,austin peay,georgia,2.06,12,1
2024-11-27 22:00:00+00:00,austin peay,ut arlington,1.53,-10,-1
2024-12-08 20:00:00+00:00,samford,austin peay,3.88,25,1
2024-12-14 22:00:00+00:00,austin peay,southern illinois,1.89,-5,-1
2024-12-19 00:00:00+00:00,ohio,austin peay,3.01,20,1
2024-12-21 20:00:00+00:00,vanderbilt,austin peay,3.66,30,1
2023-01-01 02:00:00+00:00,byu,portland,2.16,13,1
2023-01-06 04:00:00+00:00,loyola marymount,byu,1.93,5,1
2023-01-08 01:00:00+00:00,san diego,byu,2.09,-20,-1
2023-01-13 02:30:00+00:00,byu,gonzaga,1.58,-1,-1
2023-01-15 02:00:00+00:00,byu,pepperdine,4.54,10,1
2023-01-20 04:00:00+00:00,santa clara,byu,2.99,7,1
2023-01-22 01:00:00+00:00,san francisco,byu,2.83,8,1
2023-01-29 03:00:00+00:00,byu,saint mary's,3.11,-1,-1
2023-02-03 02:00:00+00:00,byu,loyola marymount,4.07,28,1
2023-02-05 02:00:00+00:00,byu,pacific,3.84,15,1
2023-02-10 03:00:00+00:00,pepperdine,byu,1.46,12,1
2023-02-12 03:00:00+00:00,gonzaga,byu,4.42,7,1
2023-02-17 02:00:00+00:00,byu,santa clara,3.01,-7,-1
2023-02-19 03:00:00+00:00,saint mary's,byu,2.89,6,1
2023-02-26 03:00:00+00:00,byu,san francisco,3.17,26,1
2023-03-04 02:00:00+00:00,byu,portland,2.16,11,1
2023-03-05 03:00:00+00:00,loyola marymount,byu,1.93,-10,-1
2023-03-07 02:00:00+00:00,saint mary's,byu,2.89,7,1
2023-11-07 02:00:00+00:00,byu,houston christian,1.17,47,1
2023-11-11 02:00:00+00:00,byu,san diego,3.91,9,1
2023-12-06 02:00:00+00:00,byu,evansville,3.71,41,1
2023-12-10 00:00:00+00:00,utah,byu,1.87,4,1
2023-12-14 02:00:00+00:00,byu,denver,1.46,16,1
2023-12-17 02:00:00+00:00,byu,georgia,1.22,32,1
2023-12-23 02:00:00+00:00,byu,bellarmine,4.56,42,1
2023-12-30 23:00:00+00:00,byu,wyoming,2.77,26,1
2024-01-07 03:00:00+00:00,byu,cincinnati,2.73,-11,-1
2024-01-10 02:00:00+00:00,baylor,byu,4.95,9,1
2024-01-13 21:00:00+00:00,ucf,byu,4.39,-5,-1
2024-01-17 02:00:00+00:00,byu,iowa,1.61,15,1
2024-01-24 02:00:00+00:00,byu,houston,0.5,-7,-1
2024-01-27 19:00:00+00:00,byu,texas,2.04,12,1
2024-02-03 23:00:00+00:00,west virginia,byu,4.08,-13,-1
2024-02-07 01:00:00+00:00,oklahoma,byu,4.71,16,1
2024-02-11 03:00:00+00:00,byu,kansas,2.54,6,1
2024-02-17 19:00:00+00:00,oklahoma,byu,4.71,10,1
2024-02-21 02:00:00+00:00,byu,baylor,1.05,7,1
2024-02-24 19:00:00+00:00,kansas,byu,3.46,10,1
2024-02-28 01:00:00+00:00,kansas,byu,3.46,-8,-1
2024-03-03 02:00:00+00:00,byu,tcu,1.07,12,1
2024-03-10 02:00:00+00:00,byu,oklahoma,1.29,14,1
2024-03-13 16:30:00+00:00,byu,ucf,1.61,14,1
2024-03-14 16:30:00+00:00,texas tech,byu,5.4,14,1
2024-11-06 02:00:00+00:00,byu,central arkansas,2.19,38,1
2024-11-09 02:00:00+00:00,byu,uc riverside,2.36,6,1
2024-11-14 02:00:00+00:00,byu,queens,1.26,44,1
2024-11-16 20:00:00+00:00,byu,idaho,2.76,24,1
2024-12-04 02:05:00+00:00,providence,byu,4.23,19,1
2024-12-15 02:00:00+00:00,byu,wyoming,1.03,19,1
2023-01-05 02:00:00+00:00,baylor,tcu,3.92,-1,-1
2023-01-07 23:00:00+00:00,baylor,kansas,5.07,-2,-1
2023-01-12 00:00:00+00:00,west virginia,baylor,3.01,-5,-1
2023-01-14 23:00:00+00:00,baylor,oklahoma,5.2,16,1
2023-01-18 02:00:00+00:00,texas tech,baylor,2.52,-7,-1
2023-01-21 21:00:00+00:00,oklahoma,baylor,0.8,-2,-1
2023-01-31 02:00:00+00:00,texas,baylor,1.12,5,1
2023-02-04 18:00:00+00:00,baylor,texas tech,3.48,27,1
2023-02-09 02:00:00+00:00,baylor,oklahoma,5.2,10,1
2023-02-11 21:00:00+00:00,tcu,baylor,2.08,-4,-1
2023-02-14 02:00:00+00:00,baylor,west virginia,2.99,12,1
2023-02-18 21:00:00+00:00,kansas,baylor,0.93,16,1
2023-02-22 00:00:00+00:00,kansas,baylor,0.93,10,1
2023-02-25 19:00:00+00:00,baylor,texas,4.88,9,1
2023-02-28 02:00:00+00:00,oklahoma,baylor,0.8,-6,-1
2023-03-04 17:00:00+00:00,baylor,iowa,3.4,-15,-1
2023-03-09 17:30:00+00:00,baylor,iowa,3.4,-6,-1
2023-11-12 22:00:00+00:00,baylor,gardner webb,3.58,15,1
2023-11-23 00:00:00+00:00,oregon,baylor,1.82,-16,-1
2023-11-24 22:30:00+00:00,florida,baylor,2.32,-4,-1
2023-12-02 23:00:00+00:00,baylor,northwestern,7.24,51,1
2023-12-06 02:00:00+00:00,baylor,seton hall,2.46,18,1
2023-12-16 19:00:00+00:00,michigan,baylor,1.55,24,1
2023-12-21 00:00:00+00:00,duke,baylor,1.32,8,1
2024-01-03 01:00:00+00:00,baylor,cornell,5.04,19,1
2024-01-06 20:00:00+00:00,oklahoma,baylor,1.8,-5,-1
2024-01-14 01:00:00+00:00,baylor,cincinnati,5.74,3,1
2024-01-17 01:00:00+00:00,kansas,baylor,0.86,4,1
2024-01-27 21:00:00+00:00,baylor,tcu,4.38,-3,-1
2024-02-01 00:00:00+00:00,ucf,baylor,2.18,-8,-1
2024-02-10 23:00:00+00:00,kansas,baylor,0.86,3,1
2024-02-14 02:00:00+00:00,baylor,oklahoma,4.2,17,1
2024-02-17 23:00:00+00:00,west virginia,baylor,1.78,-13,-1
2024-02-24 17:00:00+00:00,baylor,houston,4.66,-6,-1
2024-02-27 02:00:00+00:00,tcu,baylor,1.62,-8,-1
2024-03-02 18:00:00+00:00,baylor,kansas,5.14,8,1
2024-03-05 02:00:00+00:00,baylor,texas,5.44,8,1
2024-03-09 23:00:00+00:00,texas tech,baylor,1.75,10,1
2024-03-15 01:53:00+00:00,baylor,cincinnati,5.74,12,1
2024-03-16 01:30:00+00:00,iowa,baylor,2.08,14,1
2024-11-05 04:30:00+00:00,gonzaga,baylor,0.99,38,1
2024-11-23 02:30:00+00:00,baylor,tennessee,4.54,-15,-1
2024-11-27 19:00:00+00:00,baylor,new orleans,3.24,31,1
2024-12-31 19:00:00+00:00,baylor,utah,5.1,25,1
2023-01-03 00:00:00+00:00,north alabama,bellarmine,4.34,-4,-1
2023-01-08 02:00:00+00:00,jacksonville,bellarmine,2.55,-13,-1
2023-01-12 23:30:00+00:00,bellarmine,stetson,2.58,-29,-1
2023-01-14 21:00:00+00:00,bellarmine,florida gulf coast,1.91,20,1
2023-01-21 22:00:00+00:00,lipscomb,bellarmine,3.63,20,1
2023-01-26 23:30:00+00:00,bellarmine,eastern kentucky,3.01,1,1
2023-01-29 00:00:00+00:00,eastern kentucky,bellarmine,2.99,10,1
2023-02-04 21:00:00+00:00,bellarmine,jacksonville,3.45,7,1
2023-02-10 00:00:00+00:00,liberty,bellarmine,4.21,20,1
2023-02-11 18:00:00+00:00,queens,bellarmine,5.31,-4,-1
2023-02-17 00:30:00+00:00,bellarmine,north alabama,1.66,-13,-1
2023-02-19 21:00:00+00:00,bellarmine,central arkansas,3.3,1,1
2023-02-22 22:00:00+00:00,jacksonville,bellarmine,2.55,-2,-1
2023-02-25 00:00:00+00:00,north florida,bellarmine,4.29,12,1
2023-02-28 00:00:00+00:00,north florida,bellarmine,4.29,-2,-1
2023-03-01 00:00:00+00:00,liberty,bellarmine,4.21,20,1
2023-11-07 04:30:00+00:00,washington,bellarmine,4.37,34,1
2023-11-11 01:00:00+00:00,kansas,bellarmine,3.96,8,1
2023-11-15 00:00:00+00:00,chattanooga,bellarmine,4.48,8,1
2023-11-18 00:00:00+00:00,bowling green,bellarmine,4.59,-18,-1
2023-12-16 21:00:00+00:00,bellarmine,evansville,2.13,-9,-1
2023-12-21 02:00:00+00:00,utah,bellarmine,3.81,42,1
2024-01-06 21:00:00+00:00,bellarmine,lipscomb,0.62,-11,-1
2024-01-12 01:45:00+00:00,north alabama,bellarmine,5.3,16,1
2024-01-13 21:30:00+00:00,central arkansas,bellarmine,4.63,2,1
2024-01-21 00:00:00+00:00,eastern kentucky,bellarmine,5.27,12,1
2024-01-25 23:30:00+00:00,bellarmine,north florida,0.93,-8,-1
2024-01-27 21:00:00+00:00,bellarmine,jacksonville,0.86,6,1
2024-02-03 21:00:00+00:00,queens,bellarmine,5.31,10,1
2024-02-07 23:30:00+00:00,bellarmine,stetson,0.69,-7,-1
2024-02-11 00:00:00+00:00,florida gulf coast,bellarmine,4.7,11,1
2024-02-18 00:00:00+00:00,bellarmine,eastern kentucky,0.73,-10,-1
2024-02-24 21:00:00+00:00,bellarmine,north alabama,0.7,12,1
2024-02-29 01:00:00+00:00,lipscomb,bellarmine,5.38,16,1
2024-11-05 00:00:00+00:00,vcu,bellarmine,4.98,19,1
2024-11-09 20:00:00+00:00,bellarmine,vmi,1.7,-5,-1
2024-11-13 23:30:00+00:00,bellarmine,southern indiana,1.01,-2,-1
2024-11-17 00:00:00+00:00,marshall,bellarmine,4.56,21,1
2024-11-20 00:00:00+00:00,louisville,bellarmine,6.23,32,1
2024-11-23 20:00:00+00:00,bellarmine,bowling green,1.01,12,1
2024-11-30 23:00:00+00:00,northern kentucky,bellarmine,4.99,16,1
2024-12-05 00:00:00+00:00,western carolina,bellarmine,4.33,12,1
2024-12-20 01:30:00+00:00,wyoming,bellarmine,5.01,37,1
2024-12-21 20:00:00+00:00,colorado,bellarmine,5.02,24,1
2023-01-01 22:00:00+00:00,southern illinois,belmont,4.2,18,1
2023-01-07 22:00:00+00:00,belmont,missouri,2.51,13,1
2023-01-11 00:00:00+00:00,valparaiso,belmont,3.26,-15,-1
2023-01-14 22:00:00+00:00,belmont,northern iowa,1.35,4,1
2023-01-21 21:00:00+00:00,bradley,belmont,3.94,-2,-1
2023-01-26 01:00:00+00:00,evansville,belmont,3.53,-9,-1
2023-01-29 20:00:00+00:00,belmont,drake,1.69,-18,-1
2023-02-04 22:00:00+00:00,belmont,illinois,1.29,15,1
2023-02-16 00:30:00+00:00,belmont,evansville,2.47,32,1
2023-02-19 21:00:00+00:00,drake,belmont,4.31,14,1
2023-02-26 17:30:00+00:00,northern iowa,belmont,4.65,-8,-1
2023-03-03 20:45:00+00:00,belmont,indiana,1.61,-3,-1
2023-11-11 00:00:00+00:00,furman,belmont,5.65,23,1
2023-11-24 19:00:00+00:00,belmont,monmouth,1.07,-9,-1
2023-11-26 17:00:00+00:00,belmont,lafayette,3.03,10,1
2023-11-30 01:00:00+00:00,northern iowa,belmont,4.65,-20,-1
2023-12-02 19:00:00+00:00,belmont,valparaiso,2.74,9,1
2023-12-07 01:00:00+00:00,belmont,lipscomb,3.47,1,1
2023-12-10 01:30:00+00:00,middle tennessee,belmont,3.89,-10,-1
2024-01-03 01:00:00+00:00,southern illinois,belmont,4.1,10,1
2024-01-07 20:00:00+00:00,belmont,drake,2.07,22,1
2024-01-11 00:30:00+00:00,belmont,illinois,1.64,7,1
2024-01-13 19:00:00+00:00,indiana,belmont,4.84,30,1
2024-01-18 02:00:00+00:00,belmont,northern iowa,1.31,-11,-1
2024-01-20 19:00:00+00:00,bradley,belmont,2.87,23,1
2024-01-24 01:00:00+00:00,illinois,belmont,4.36,10,1
2024-02-01 00:30:00+00:00,belmont,indiana,1.16,-6,-1
2024-02-03 19:00:00+00:00,missouri,belmont,2.69,7,1
2024-02-10 21:00:00+00:00,valparaiso,belmont,1.01,-18,-1
2024-02-15 00:30:00+00:00,belmont,southern illinois,1.9,14,1
2024-02-22 01:00:00+00:00,drake,belmont,3.93,15,1
2024-02-24 23:00:00+00:00,belmont,missouri,3.31,15,1
2024-03-03 22:00:00+00:00,belmont,evansville,4.03,17,1
2024-03-07 20:30:00+00:00,belmont,valparaiso,4.99,25,1
2024-11-09 00:30:00+00:00,belmont,furman,2.18,-2,-1
2024-11-13 01:00:00+00:00,lipscomb,belmont,2.2,-1,-1
2024-11-20 00:30:00+00:00,belmont,oral roberts,3.91,10,1
2024-11-27 01:55:00+00:00,belmont,loyola marymount,3.28,-14,-1
2024-11-27 23:00:00+00:00,belmont,tulane,0.97,23,1
2024-11-29 22:00:00+00:00,belmont,gardner webb,1.83,9,1
2024-12-14 23:00:00+00:00,richmond,belmont,2.37,-7,-1
2024-12-20 00:30:00+00:00,belmont,uc irvine,2.23,-8,-1
2024-12-29 20:00:00+00:00,drake,belmont,3.93,19,1
2023-01-10 02:00:00+00:00,southern,bethune cookman,3.66,27,1
2023-02-07 02:00:00+00:00,texas southern,bethune cookman,3.4,7,1
2023-02-25 21:00:00+00:00,bethune cookman,southern,2.34,7,1
2023-11-07 01:00:00+00:00,minnesota,bethune cookman,2.7,20,1
2023-11-24 23:00:00+00:00,lamar,bethune cookman,3.02,18,1
2023-11-25 22:45:00+00:00,bethune cookman,delaware,2.8,-8,-1
2023-11-26 20:30:00+00:00,longwood,bethune cookman,3.33,21,1
2023-12-02 00:00:00+00:00,bethune cookman,incarnate word,2.74,14,1
2023-12-09 19:00:00+00:00,south carolina,bethune cookman,1.82,-9,-1
2023-12-17 00:00:00+00:00,purdue fort wayne,bethune cookman,2.23,23,1
2023-12-30 00:00:00+00:00,ucf,bethune cookman,2.27,44,1
2023-12-31 20:00:00+00:00,mississippi,bethune cookman,2.35,23,1
2024-03-02 21:10:00+00:00,southern,bethune cookman,2.57,-6,-1
2024-03-15 01:30:00+00:00,southern,bethune cookman,2.57,-15,-1
2024-11-06 01:00:00+00:00,texas tech,bethune cookman,2.19,33,1
2024-11-10 01:00:00+00:00,nebraska,bethune cookman,1.84,5,1
2024-11-13 00:00:00+00:00,purdue fort wayne,bethune cookman,1.22,22,1
2024-11-16 19:00:00+00:00,bethune cookman,south carolina,4.33,13,1
2024-11-20 00:30:00+00:00,tulane,bethune cookman,4.58,15,1
2024-11-26 20:00:00+00:00,bethune cookman,north dakota,4.25,12,1
2024-11-27 20:00:00+00:00,bethune cookman,gardner webb,3.48,-15,-1
2024-12-01 20:00:00+00:00,minnesota,bethune cookman,2.29,17,1
2024-12-13 00:00:00+00:00,virginia,bethune cookman,0.97,18,1
2024-12-14 22:00:00+00:00,west virginia,bethune cookman,2.79,23,1
2024-12-19 00:00:00+00:00,south florida,bethune cookman,2.93,-8,-1
2024-12-21 22:00:00+00:00,davidson,bethune cookman,2.0,13,1
2024-12-31 02:00:00+00:00,mississippi,bethune cookman,2.38,14,1
2023-01-06 00:00:00+00:00,binghamton,new hampshire,2.9,18,1
2023-01-12 00:00:00+00:00,njit,binghamton,2.61,-1,-1
2023-01-22 19:00:00+00:00,maine,binghamton,2.04,21,1
2023-01-26 00:00:00+00:00,binghamton,vermont,2.05,-25,-1
2023-01-28 19:00:00+00:00,binghamton,bryant,1.56,17,1
2023-02-02 00:00:00+00:00,umbc,binghamton,2.94,14,1
2023-02-09 00:00:00+00:00,new hampshire,binghamton,3.1,-2,-1
2023-02-16 00:00:00+00:00,binghamton,njit,3.39,19,1
2023-02-18 18:00:00+00:00,umass lowell,binghamton,4.77,14,1
2023-02-23 00:00:00+00:00,vermont,binghamton,3.95,11,1
2023-02-25 19:00:00+00:00,binghamton,maine,3.96,-4,-1
2023-03-01 00:00:00+00:00,binghamton,umbc,3.06,-3,-1
2023-03-05 00:00:00+00:00,umbc,binghamton,2.94,-2,-1
2023-03-08 00:00:00+00:00,vermont,binghamton,3.95,22,1
2023-11-07 01:00:00+00:00,northwestern,binghamton,3.32,11,1
2023-11-11 00:00:00+00:00,pittsburgh,binghamton,4.07,29,1
2023-11-18 20:30:00+00:00,binghamton,marist,2.66,23,1
2023-11-21 16:30:00+00:00,sacred heart,binghamton,3.53,14,1
